staff_member,appt_date,appt_time,slot,units_sched_10min_per_unit,client_id,patient_id,staff_requested,reason_desc,breedname
6,8/23/2022,14:00:00,84,2,20662,1839,,Not Wellness,Mixed
4,8/23/2022,14:10:00,85,1,9694,29663,,New Pet,Domestic Shorthair
4,8/23/2022,14:20:00,86,1,10472,10472-6,4,Senior Exam,Domestic Shorthair
6,8/23/2022,14:20:00,86,2,23016,29397,,New Client,Bernadoodle- Bernese and Poodl
4,8/23/2022,14:30:00,87,1,6907,10715,,Sick,Ragdoll
L12,8/23/2022,14:30:00,87,2,11997,20364,,Preventative Care Exam,Maltese
M11,8/23/2022,14:30:00,87,2,11394,19298,,Preventative Care Exam,"Retriever, Labrador"
4,8/23/2022,14:40:00,88,1,5428,14870,,Preventative Care Exam,Bernadoodle- Bernese and Poodl
6,8/23/2022,14:40:00,88,2,20582,20582-1,6,Sick,Pitbull Mix
4,8/23/2022,14:50:00,89,1,11904,11138,,Preventative Care Exam,Domestic Shorthair
L12,8/23/2022,14:50:00,89,2,6563,10029,,EXAM WITH VACCINES,BOSTON TERRIER
M11,8/23/2022,14:50:00,89,2,235,378,,Sick,Eskimo Dog Mix
4,8/23/2022,15:00:00,90,1,7982,12694,,Sick,Boxer
TK,8/23/2022,15:00:00,90,1,18791,26986,,TNT,"Spaniel, Cavalier King Charles"
4,8/23/2022,15:10:00,91,1,17915,25106,,Not Wellness,Hound Mix
L12,8/23/2022,15:10:00,91,2,11427,19338,,Preventative Care Exam,"Terrier, Yorkie-poo"
4,8/23/2022,15:20:00,92,1,3966,3966-2,,Not Wellness,"Collie, Border"
TK,8/23/2022,15:20:00,92,2,8045,12832,,Technician Appointment,Domestic Shorthair
4,8/23/2022,15:30:00,93,1,11145,18872,,Not Wellness,"Pug, Chinese"
L12,8/23/2022,15:30:00,93,2,19800,24407,12,Preventative Care Exam,Catahoula Leopard Dog Mix
4,8/23/2022,15:40:00,94,1,11068,22116,,Sick,FRENCH BULLDOG
M11,8/23/2022,15:40:00,94,2,14976,23863,,Sick,Goldendoodle
4,8/23/2022,15:50:00,95,1,19607,19607-4,4,Senior Exam,"Sheepdog, Shetland"
L12,8/23/2022,15:50:00,95,2,9909,16377,,Sick,Domestic Shorthair
TK,8/23/2022,15:50:00,95,1,22605,28298,,TNT,Mastiff
4,8/23/2022,16:00:00,96,1,18087,25181,,Sick,"Cattle Dog, Australian Mix"
M11,8/23/2022,16:00:00,96,2,15489,8272,,Preventative Care Exam,"Retriever, Golden"
TK,8/23/2022,16:00:00,96,1,9504,15626,,Technician Appointment,Coton de Tulear
4,8/23/2022,16:10:00,97,1,3518,29427,,Recheck,Siamese
L12,8/23/2022,16:10:00,97,1,L4692,22733,,Technician Appointment,Shepherd Mix
4,8/23/2022,16:20:00,98,1,2284,3610,4,Preventative Care Exam,GOLDEN RETRIEVER
6,8/23/2022,16:20:00,98,2,18050,29155,,New Pet,GOLDEN RETRIEVER
L12,8/23/2022,16:20:00,98,1,2193,12667,,Technician Appointment,Dachshund
4,8/23/2022,16:30:00,99,1,3044,6376,,Quality of Life,Domestic Shorthair
L12,8/23/2022,16:30:00,99,2,10740,18058,,Preventative Care Exam,"Collie, Border Mix"
4,8/23/2022,16:40:00,100,1,10592,24360,,Preventative Care Exam,Hound Mix
6,8/23/2022,16:40:00,100,2,7374,1737,,Recheck,"Shepherd, German"
M11,8/23/2022,16:40:00,100,2,13117,22453,,Sick,Shih Tzu
TK,8/23/2022,16:40:00,100,1,10371,24359,,Technician Appointment,"Retriever, Labrador"
4,8/23/2022,16:50:00,101,1,10592,23658,,Senior Exam,Domestic Shorthair
TK,8/23/2022,16:50:00,101,1,11855,20142,,TNT,GERMAN SHEPHERD
6,8/23/2022,17:00:00,102,2,8070,12890,,Preventative Care Exam,Domestic Shorthair
M11,8/23/2022,17:00:00,102,2,9671,23104,,Sick,Mastiff
L12,8/23/2022,17:10:00,103,1,L1977,L6763,,Technician Appointment,Boxer Mix
6,8/23/2022,17:20:00,104,1,8070,12889,,Preventative Care Exam,Domestic Shorthair
L12,8/23/2022,17:20:00,104,1,L7866,L7414,,Technician Appointment,JACK RUSSELL TERRIER
M11,8/23/2022,17:20:00,104,2,20927,8150,,Sick,Domestic Shorthair
TK,8/23/2022,17:20:00,104,1,16109,28784,,Technician Appointment,Bernadoodle- Bernese and Poodl
6,8/23/2022,17:30:00,105,2,22350,27640,,Suture Removal,Labradoodle
6,8/23/2022,17:50:00,107,1,6830,10555,,Sick,Terrier Mix
6,8/23/2022,18:00:00,108,1,12539,21529,,Sick,"Blue Heeler, Australian Mix"
6,8/23/2022,18:10:00,109,2,15581,29228,,Preventative Care Exam,Domestic Shorthair
6,8/23/2022,18:30:00,111,2,9992,16525,,Sick,Peekapoo
TK,8/23/2022,18:40:00,112,1,22822,28906,,TNT,Other Guinea Pig
6,8/23/2022,18:50:00,113,2,14172,23453,,Sick,Beagle Mix
TK,8/23/2022,18:50:00,113,1,22822,28907,,TNT,Other Guinea Pig
6,8/23/2022,19:10:00,115,2,671,23793,,Sick,Retriever Mixed
6,8/24/2022,7:30:00,45,1,19474,18726,,Ultrasound,FRENCH BULLDOG
6,8/24/2022,7:30:00,45,1,L7581,28441,,Surgery,Cockapoo
6,8/24/2022,7:30:00,45,1,5048,7857,,Dental,Boxer
16,8/24/2022,7:40:00,46,1,17234,24835,,Radiology,Domestic
6,8/24/2022,7:40:00,46,1,5048,7857,,Surgery,Boxer
6,8/24/2022,7:50:00,47,1,17840,25066,,Dental,"Spaniel, Cocker Mix"
6,8/24/2022,7:50:00,47,1,2674,5364,,Ultrasound,Pitbull
6,8/24/2022,8:00:00,48,1,12702,21619,,Surgery,GOLDEN RETRIEVER
6,8/24/2022,8:10:00,49,1,19337,24590,,Surgery,BORDER COLLIE
6,8/24/2022,8:20:00,50,1,22967,29283,,Short Procedure,Domestic Shorthair
16,8/24/2022,8:30:00,51,2,20916,20916-1,,Sick,"Shepherd, Australian"
6,8/24/2022,8:30:00,51,1,22967,29282,,Short Procedure,Domestic Shorthair
6,8/24/2022,8:30:00,51,2,8092,3456,,Preventative Care Exam,Domestic Shorthair
16,8/24/2022,8:50:00,53,2,7327,29579,,New Pet,GERMAN SHEPHERD
6,8/24/2022,8:50:00,53,2,7493,11844,,Preventative Care Exam,"Retriever, Golden"
16,8/24/2022,9:10:00,55,2,17012,24730,16,Preventative Care Exam,Domestic Longhair
6,8/24/2022,9:10:00,55,2,430,26719,,Sick,LABRADOR RETRIEVER
16,8/24/2022,9:30:00,57,1,17012,24729,16,Preventative Care Exam,Domestic Shorthair
6,8/24/2022,9:30:00,57,2,2674,5364,,Ultrasound,Pitbull
16,8/24/2022,9:40:00,58,2,22494,27995,,Sick,"Goldendoodle, mini"
6,8/24/2022,9:50:00,59,2,17621,24904,,Recheck,"Bulldog, French"
TK,8/24/2022,9:50:00,59,1,9518,15656,,TNT,Foxhound Mix
16,8/24/2022,10:00:00,60,2,19649,29506,,Recheck,Domestic Shorthair
6,8/24/2022,10:10:00,61,2,19765,25700,,Preventative Care Exam,Domestic Shorthair
16,8/24/2022,10:20:00,62,2,7158,8404,,Preventative Care Exam,Domestic Shorthair
TK,8/24/2022,10:20:00,62,1,5052,7861,,Technician Appointment,Domestic Shorthair
16,8/24/2022,10:40:00,64,2,404,9963,,Sick,Domestic Shorthair
16,8/24/2022,11:20:00,68,2,20796,20796-1,,Senior Exam,Labradoodle
16,8/24/2022,11:40:00,70,2,6401,18605,,Preventative Care Exam,COCKER SPANIEL
16,8/24/2022,12:00:00,72,3,2409,3794,,Sick,Domestic Shorthair
11,8/24/2022,12:30:00,75,1,2521,3992,,Sick,"Terrier, Yorkshire"
11,8/24/2022,12:40:00,76,2,7737,7737-3,,Recheck,Keeshond
11,8/24/2022,13:00:00,78,2,1868,26042,11,Sick,"Collie, Border Mix"
L4,8/24/2022,13:10:00,79,2,L7812,L7300,,Sick,Boxer
11,8/24/2022,13:20:00,80,2,9462,15518,,Preventative Care Exam,Pitbull
16,8/24/2022,13:30:00,81,2,6495,9889,16,Recheck,Labradoodle
L4,8/24/2022,13:30:00,81,2,18341,28774,,Sick,Domestic Shorthair
11,8/24/2022,13:40:00,82,2,412,766,,Sick,Domestic Shorthair
L4,8/24/2022,13:50:00,83,2,L7687,L7021,,Sick,Shih Tzu
11,8/24/2022,14:00:00,84,2,11085,3598,,Preventative Care Exam,Retriever Mixed
TK,8/24/2022,14:00:00,84,1,18341,28774,,Radiology,Domestic Shorthair
16,8/24/2022,14:10:00,85,2,8149,13025,,Sick,Domestic Shorthair
L4,8/24/2022,14:10:00,85,1,8576,13897,,Lab Work,Bichon Frise
11,8/24/2022,14:30:00,87,2,L1019,L1755,11,Preventative Care Exam,COCKER SPANIEL
16,8/24/2022,14:30:00,87,2,2182,6950,,Sick,Domestic Mediumhair
L4,8/24/2022,14:30:00,87,1,22860,28985,,Technician Appointment,American Bully
L4,8/24/2022,14:40:00,88,2,11133,18836,,Sick,Boxer
11,8/24/2022,14:50:00,89,1,L1019,L1463,11,Preventative Care Exam,COCKER SPANIEL
16,8/24/2022,14:50:00,89,2,11832,20082,,Preventative Care Exam,Beagle Mix
L4,8/24/2022,15:00:00,90,2,L2462,29072,4,New Pet,Domestic Shorthair
16,8/24/2022,15:10:00,91,2,9051,14791,16,Sick,Mastiff
L4,8/24/2022,15:20:00,92,1,16091,4667,,Technician Appointment,Beagle
16,8/24/2022,15:30:00,93,2,20093,20093-3,,Recheck,Great Pyrenees Mix
L4,8/24/2022,15:30:00,93,1,8645,14026,,Lab Work,Beagle Mix
TK,8/24/2022,15:30:00,93,1,10662,17896,,Technician Appointment,GERMAN SHEPHERD
L4,8/24/2022,15:40:00,94,2,L3698,L6123,,Preventative Care Exam,Domestic Shorthair
TK,8/24/2022,15:40:00,94,1,22844,28951,,TNT,"Dachshund, Miniature"
16,8/24/2022,15:50:00,95,2,6901,6901-1,,Not Wellness,"Schnauzer, Miniature"
11,8/24/2022,16:00:00,96,2,18690,18690-3,,Sick,Domestic Shorthair
L4,8/24/2022,16:00:00,96,2,L7986,15584,,Preventative Care Exam,Domestic Shorthair
TK,8/24/2022,16:00:00,96,1,13156,13156-1,,Technician Appointment,Terrier
16,8/24/2022,16:10:00,97,2,20440,20440-1,,Euthanasia,"Terrier, Yorkshire"
11,8/24/2022,16:20:00,98,2,2137,11830,,Preventative Care Exam,Domestic Mediumhair
L4,8/24/2022,16:20:00,98,2,2670,14206,4,Preventative Care Exam,"Goldendoodle, mini"
16,8/24/2022,16:30:00,99,2,11863,20159,,Sick,"Schnauzer, Miniature"
L4,8/24/2022,16:40:00,100,2,2617,4152,4,Senior Exam,"Bulldog, English"
TK,8/24/2022,16:40:00,100,1,9937,22194,,Technician Appointment,GERMAN SHEPHERD
16,8/24/2022,16:50:00,101,2,20997,26147,,Preventative Care Exam,Domestic Shorthair
11,8/24/2022,17:00:00,102,1,8285,13296,,Preventative Care Exam,Domestic Shorthair
L4,8/24/2022,17:00:00,102,2,7164,11202,4,Sick,"Retriever, Golden"
11,8/24/2022,17:10:00,103,1,20311,L6107,,Emergency,Russian Blue
16,8/24/2022,17:10:00,103,2,1317,20083,,Recheck,Mixed
TK,8/24/2022,17:10:00,103,1,10942,18454,,Technician Appointment,Collie
11,8/24/2022,17:20:00,104,2,4485,17262,11,Sick,Domestic Shorthair
L4,8/24/2022,17:20:00,104,2,1638,29364,4,New Pet,"Terrier, Jack Russell Mix"
TK,8/24/2022,17:20:00,104,1,7385,11652,,Technician Appointment,Boxer
16,8/24/2022,17:30:00,105,2,19928,10366,,Preventative Care Exam,Cane Corso
11,8/24/2022,17:40:00,106,1,17356,25070,11,Preventative Care Exam,Domestic Shorthair
11,8/24/2022,17:50:00,107,1,19567,29683,,Emergency,Domestic Shorthair
11,8/24/2022,18:00:00,108,1,20580,29673,,New Pet,Domestic Shorthair
L4,8/24/2022,18:00:00,108,2,1360,L1929,,Euthanasia,Siamese Mix
11,8/24/2022,18:10:00,109,1,20409,17571,,Emergency,"Shepherd, German"
11,8/24/2022,18:20:00,110,2,12237,20649,,Euthanasia,Boxer
L4,8/24/2022,18:20:00,110,2,10476,28961,,Preventative Care Exam,DSH
11,8/24/2022,18:40:00,112,2,20897,16896,,Senior Exam,Retriever Mixed
L4,8/24/2022,18:40:00,112,2,L7722,L7119,,Preventative Care Exam,"Retriever, Labrador Mix"
11,8/24/2022,19:00:00,114,2,4809,7555,,Euthanasia,Goldendoodle
L4,8/24/2022,19:00:00,114,2,22584,28230,,Recheck,"Shepherd, Australian Miniature"
TK,8/24/2022,19:10:00,115,1,22654,28412,,Technician Appointment,Great Dane
11,8/24/2022,19:20:00,116,2,21717,21717-1,,Senior Exam,Terrier
L4,8/24/2022,19:20:00,116,2,6455,13758,,Senior Exam,CAIRN TERRIER
TK,8/24/2022,19:20:00,116,1,10394,28769,,Technician Appointment,"Pointer, German Shorthaired"
16,8/25/2022,7:30:00,45,2,22397,27755,,Surgery,Vizsla
16,8/25/2022,7:30:00,45,1,15495,29065,,Dental,Shih Tzu Mix
19,8/25/2022,7:30:00,45,1,4984,19995,,Lab Work,MINIATURE SCHNAUZER
16,8/25/2022,7:40:00,46,2,L5935,L2657,,Dental,Domestic Shorthair
6,8/25/2022,7:40:00,46,1,18939,11561,,Technician Appointment,Poodle Mix
16,8/25/2022,7:50:00,47,1,18786,26568,,Surgery,"Poodle, Standard"
16,8/25/2022,8:00:00,48,1,15495,29065,,Dental,Shih Tzu Mix
16,8/25/2022,8:10:00,49,1,L5935,L2657,,Dental,Domestic Shorthair
16,8/25/2022,8:20:00,50,1,19717,29273,,Short Procedure,Domestic Shorthair
16,8/25/2022,8:30:00,51,1,19717,1240,,Short Procedure,Domestic Mediumhair
16,8/25/2022,8:30:00,51,2,11961,20315,,Preventative Care Exam,Domestic Shorthair
4,8/25/2022,8:30:00,51,2,9037,15044,,Preventative Care Exam,FRENCH BULLDOG
6,8/25/2022,8:30:00,51,2,21941,28969,,Preventative Care Exam,Domestic Shorthair
L12,8/25/2022,8:30:00,51,2,19124,25492,12,Preventative Care Exam,BASSET HOUND
16,8/25/2022,8:50:00,53,1,6867,6347,,Sick,"Schnauzer, Miniature"
4,8/25/2022,8:50:00,53,2,6609,8818,4,Preventative Care Exam,Newfoundland
6,8/25/2022,8:50:00,53,2,2521,3992,,Sick,"Terrier, Yorkshire"
L12,8/25/2022,8:50:00,53,2,L5744,L5744-4,,Sick,Collie Mix
16,8/25/2022,9:00:00,54,1,7248,11332,,Sick,"Setter, English"
TK,8/25/2022,9:00:00,54,1,22751,28740,,Technician Appointment,GOLDEN RETRIEVER
16,8/25/2022,9:10:00,55,2,5421,8391,,Sick,Pitbull
4,8/25/2022,9:10:00,55,2,5144,5144-2,,Sick,"Retriever, Labrador"
6,8/25/2022,9:10:00,55,2,9440,7223,,Recheck,Domestic Longhair
L12,8/25/2022,9:10:00,55,2,14125,23407,,Preventative Care Exam,Cavachon
16,8/25/2022,9:30:00,57,2,4039,L5255,16,Recheck,Domestic Shorthair
4,8/25/2022,9:30:00,57,1,8176,8176-4,,Senior Exam,Domestic Shorthair
6,8/25/2022,9:30:00,57,2,22912,29133,,Preventative Care Exam,Shiba Inu Mix
L12,8/25/2022,9:30:00,57,1,14125,23406,,Senior Exam,Maltese Mix
4,8/25/2022,9:40:00,58,1,17228,2746,4,Emergency,Collie
16,8/25/2022,9:50:00,59,2,12518,21200,,Sick,"Sheepdog, Shetland"
4,8/25/2022,9:50:00,59,2,17901,8678,4,Sick,LABRADOR RETRIEVER
6,8/25/2022,9:50:00,59,2,1938,6406,,Sick,Domestic Shorthair
L12,8/25/2022,10:00:00,60,1,10926,18425,,TNT,DSH
16,8/25/2022,10:10:00,61,2,12014,20383,,Senior Exam,Beagle Mix
4,8/25/2022,10:10:00,61,2,849,1350,,Sick,Shih Tzu
6,8/25/2022,10:10:00,61,2,23001,29368,,New Client,Beagle Mix
L12,8/25/2022,10:10:00,61,2,20326,25897,,Sick,Shih Tzu Mix
TK,8/25/2022,10:10:00,61,1,22355,28619,,Technician Appointment,"Corgi, Pembroke Welsh"
TK,8/25/2022,10:20:00,62,1,10542,17648,,TNT,BELGIAN MALINOIS
16,8/25/2022,10:30:00,63,2,2285,27886,,Sick,Great Pyrenees Mix
4,8/25/2022,10:30:00,63,2,9625,9954,,Preventative Care Exam,Domestic Shorthair
6,8/25/2022,10:30:00,63,2,4458,4458-4,,Recheck,Domestic Shorthair
L12,8/25/2022,10:30:00,63,1,3090,14863,,TNT,Spaniel Mix
TK,8/25/2022,10:30:00,63,1,59,22875,,Technician Appointment,Lhasa Apso Mix
L12,8/25/2022,10:40:00,64,1,5497,5260,,Technician Appointment,Domestic Shorthair
16,8/25/2022,10:50:00,65,2,22798,28858,,Preventative Care Exam,Poodle Mix
4,8/25/2022,10:50:00,65,2,5892,24529,,Recheck,Rottweiler
6,8/25/2022,10:50:00,65,2,16459,8026,,Preventative Care Exam,"Pointer, Pudel"
L12,8/25/2022,10:50:00,65,2,10886,18352,,Sick,GOLDEN RETRIEVER
TK,8/25/2022,10:50:00,65,1,12450,21062,,TNT,"Retriever, Golden Mix"
4,8/25/2022,11:10:00,67,2,22924,29169,,New Client,"Poodle, Standard"
6,8/25/2022,11:10:00,67,2,19893,16055,,Sick,Shichon (Teddy Bear)
L12,8/25/2022,11:10:00,67,2,L2009,L6009,12,Senior Exam,"Spaniel, Cocker Mix"
6,8/25/2022,11:30:00,69,2,22886,29069,,Preventative Care Exam,DLH
L12,8/25/2022,11:30:00,69,2,2301,L6440-2,,Sick,Pitbull
6,8/25/2022,11:50:00,71,2,22886,29154,,Preventative Care Exam,Domestic Shorthair
L12,8/25/2022,11:50:00,71,1,19868,19868-1,,Technician Appointment,Bichon Frise
19,8/25/2022,12:00:00,72,2,7272,29317,,Recheck,CAVALIER KING CHARLES SPANIEL
L12,8/25/2022,12:00:00,72,1,12738,21666,tk,Technician Appointment,Maltese Mix
L12,8/25/2022,12:10:00,73,3,12320,20793,,Sick,Siamese Mix
19,8/25/2022,12:20:00,74,3,5089,12753,,Sick,JACK RUSSELL TERRIER
L12,8/25/2022,12:40:00,76,2,21380,26255,,Sick,Pomski
19,8/25/2022,12:50:00,77,2,8140,29124,,Preventative Care Exam,Bulldog
L12,8/25/2022,13:00:00,78,2,22307,27559,12,Recheck,Pitbull
19,8/25/2022,13:10:00,79,3,9928,16411,,Sick,"Pointer, GermanShorthaired Mix"
L12,8/25/2022,13:20:00,80,2,8973,14588,,Recheck,"Shepherd, German Mix"
4,8/25/2022,13:30:00,81,2,9192,2293,,Preventative Care Exam,Poodle Mix
19,8/25/2022,13:40:00,82,2,19148,25505,19,Senior Exam,Domestic Shorthair
L12,8/25/2022,13:40:00,82,2,9265,15145,,Preventative Care Exam,LABRADOR RETRIEVER
4,8/25/2022,13:50:00,83,2,12878,25934,,Exotic Exam,Other Ferret
6,8/25/2022,13:50:00,83,2,9611,15785,,Sick,Bernadoodle- Bernese and Poodl
19,8/25/2022,14:00:00,84,3,932,27439,,Sick,Newfoundland
TK,8/25/2022,14:00:00,84,1,13243,22695,,Technician Appointment,"Shepherd, German"
4,8/25/2022,14:10:00,85,2,21575,26322,,Sick,"Lop, Mini"
6,8/25/2022,14:10:00,85,2,2404,3789,,Preventative Care Exam,Mixed
19,8/25/2022,14:30:00,87,3,8514,8514-1,19,Sick,Domestic Shorthair
4,8/25/2022,14:30:00,87,2,8551,29505,,Exotic Exam,Unknown
6,8/25/2022,14:30:00,87,2,18431,978,,Sick,Retriever Mixed
TK,8/25/2022,14:40:00,88,4,5673,8693,,Laser,"Pug, Chinese"
4,8/25/2022,14:50:00,89,2,6833,29652,,Exotic Exam,"Gecko, Leopard"
6,8/25/2022,14:50:00,89,2,21103,21103-1,,Sick,"Schnauzer, Miniature"
4,8/25/2022,15:10:00,91,2,11780,28805,,Sick,"Dachshund, Miniature"
4,8/25/2022,15:30:00,93,1,21098,3929,,Sick,"Mountain Dog, Bernese"
6,8/25/2022,15:30:00,93,2,14851,23835,6,Sick,BOSTON TERRIER
TK,8/25/2022,15:30:00,93,1,12320,20793,,Radiology,Siamese Mix
4,8/25/2022,15:50:00,95,2,15822,29189,,Preventative Care Exam,Siberian
6,8/25/2022,15:50:00,95,2,7419,12687,,Sick,Shih Tzu Mix
19,8/25/2022,16:00:00,96,3,11850,20127,,Sick,"Bulldog, English"
6,8/25/2022,16:10:00,97,3,21474,151,,Sick,"Shepherd, German Mix"
TK,8/25/2022,16:10:00,97,1,7634,11864,,TNT,Domestic Mediumhair
19,8/25/2022,16:30:00,99,3,4376,6896,,Quality of Life,Lop
6,8/25/2022,16:40:00,100,2,873,1848,,Sick,Pitbull
19,8/25/2022,17:00:00,102,2,L2002,L7600,,Preventative Care Exam,Labradoodle
6,8/25/2022,17:00:00,102,2,6480,27223,6,Sick,"Shorthair, American"
19,8/25/2022,17:20:00,104,3,8386,18894,19,Recheck,Domestic Shorthair
6,8/25/2022,17:20:00,104,2,2259,8642,,Preventative Care Exam,COCKER SPANIEL
6,8/25/2022,17:40:00,106,2,2259,29175,,Preventative Care Exam,CAVALIER KING CHARLES SPANIEL
19,8/25/2022,17:50:00,107,3,10304,17182,,Sick,Havanese Mix
TK,8/25/2022,17:50:00,107,1,10445,22632,,Lab Work,Domestic Shorthair
TK,8/25/2022,18:10:00,109,1,10333,17238,,Lab Work,"Goldendoodle, mini"
19,8/25/2022,18:20:00,110,2,11434,19356,,Sick,"Bulldog, French"
19,8/25/2022,18:40:00,112,3,22305,27552,,Sick,GOLDEN RETRIEVER
TK,8/25/2022,18:50:00,113,1,22731,28672,,Technician Appointment,"Mountain Dog, Bernese Mix"
19,8/25/2022,19:10:00,115,2,23033,29449,,New Client,"Retriever, Labrador"
TK,8/25/2022,19:20:00,116,1,22947,29237,,Technician Appointment,Domestic Shorthair
4,8/26/2022,7:30:00,45,2,8363,8363-2,,Surgery,Bichon Frise
4,8/26/2022,7:30:00,45,1,8408,24071,,Dental,LABRADOR RETRIEVER
4,8/26/2022,7:40:00,46,1,22881,29052,,Dental,Domestic Shorthair
4,8/26/2022,7:50:00,47,1,4249,4249-1,,Dental,Himalayan
4,8/26/2022,7:50:00,47,1,18116,11411,,Surgery,Domestic Shorthair
4,8/26/2022,8:00:00,48,1,21245,28945,,Surgery,Domestic Shorthair
4,8/26/2022,8:10:00,49,1,18733,1251,,Surgery,Samoyed
4,8/26/2022,8:20:00,50,1,3782,27753,,Surgery,"Goldendoodle, mini"
16,8/26/2022,8:30:00,51,1,1549,2536,,Preventative Care Exam,Domestic Mediumhair
4,8/26/2022,8:30:00,51,1,8408,24071,,Dental,LABRADOR RETRIEVER
6,8/26/2022,8:30:00,51,2,9367,29662,,New Pet,Domestic Mediumhair
L19,8/26/2022,8:30:00,51,2,22963,29266,,Recheck,Domestic Shorthair
16,8/26/2022,8:40:00,52,1,7248,11332,,Quality of Life,"Setter, English"
4,8/26/2022,8:40:00,52,1,22881,29052,,Dental,Domestic Shorthair
16,8/26/2022,8:50:00,53,1,5823,8929,,Recheck,Boxer
6,8/26/2022,8:50:00,53,2,3523,25459,,Sick,LABRADOR RETRIEVER
L19,8/26/2022,8:50:00,53,2,4015,L7174,,Sick,Domestic Shorthair
TK,8/26/2022,8:50:00,53,1,4595,28208,,Technician Appointment,Great Dane Mix
16,8/26/2022,9:00:00,54,2,10041,16619,,Sick,Poodle Mix
6,8/26/2022,9:10:00,55,2,2526,28547,,Sick,GOLDEN RETRIEVER
L19,8/26/2022,9:10:00,55,3,4015,6320,,Sick,Exotic
16,8/26/2022,9:20:00,56,2,10041,16618,,Preventative Care Exam,Bichon Frise Mix
6,8/26/2022,9:30:00,57,2,MPVH,29165,,Sick,DSH
TK,8/26/2022,9:30:00,57,1,5089,12753,,Technician Appointment,JACK RUSSELL TERRIER
16,8/26/2022,9:40:00,58,2,12338,20851,,Sick,Goldendoodle
L19,8/26/2022,9:40:00,58,2,L7840,L7366,,Recheck,Domestic Shorthair
6,8/26/2022,9:50:00,59,2,4743,18116,,Sick,Pitbull
TK,8/26/2022,9:50:00,59,1,3686,L6199,,Lab Work,JACK RUSSELL TERRIER
16,8/26/2022,10:00:00,60,2,22850,28964,,Preventative Care Exam,Bernadoodle- Bernese and Poodl
L19,8/26/2022,10:00:00,60,2,8672,14074,,Preventative Care Exam,"Sheepdog, Shetland Mix"
TK,8/26/2022,10:00:00,60,1,2316,24817,,Technician Appointment,Whippet
6,8/26/2022,10:10:00,61,2,7205,29222,,Sick,"Retriever, Golden"
16,8/26/2022,10:20:00,62,1,5063,7867,,Senior Exam,Snowshoe
L19,8/26/2022,10:20:00,62,3,3019,29074,19,Recheck,Domestic Shorthair
16,8/26/2022,10:30:00,63,1,5063,15187,,Preventative Care Exam,Domestic Shorthair
6,8/26/2022,10:30:00,63,2,L1698,L1698-30,,Sick,WEST HIGHLAND WHITE TERRIER
16,8/26/2022,10:40:00,64,2,7949,12648,,Sick,"Cattle Dog, Australian Mix"
6,8/26/2022,10:50:00,65,2,22781,28813,,Preventative Care Exam,YORKSHIRE TERRIER
L19,8/26/2022,10:50:00,65,2,23062,29522,,New Client,Catahoula Leopard Dog
M11,8/26/2022,10:50:00,65,2,22774,28801,,Sick,Bulldog Mix
TK,8/26/2022,10:50:00,65,1,2890,4584,,TNT,Domestic Shorthair
16,8/26/2022,11:00:00,66,2,11796,20031,,Sick,GOLDEN RETRIEVER
6,8/26/2022,11:10:00,67,2,13591,13591-3,,Senior Exam,"Retriever, Labrador"
L19,8/26/2022,11:10:00,67,2,23062,29523,,New Client,Husky Mix
16,8/26/2022,11:20:00,68,2,19806,25705,,Senior Exam,GOLDEN RETRIEVER
TK,8/26/2022,11:20:00,68,1,8254,13239,PS,TNT,BERNESE MOUNTAIN DOG
M11,8/26/2022,11:30:00,69,2,19565,5844,,Sick,"Spaniel, Cavalier King Charles"
16,8/26/2022,11:40:00,70,2,10767,18113,,Sick,Domestic Shorthair
M11,8/26/2022,11:50:00,71,2,4405,6931,,Preventative Care Exam,Retriever Mixed
16,8/26/2022,12:00:00,72,2,10855,18277,,Preventative Care Exam,FRENCH BULLDOG
M11,8/26/2022,12:10:00,73,1,19532,24341,,TNT,Domestic Shorthair
M11,8/26/2022,12:20:00,74,2,22143,27195,,Sick,"Shar Pei, Chinese"
6,8/26/2022,12:40:00,76,2,23040,29470,,New Client,"Retriever, Golden"
6,8/26/2022,13:00:00,78,2,8513,27145,,New Pet,Domestic Shorthair
M11,8/26/2022,13:00:00,78,3,23117,29690,,New Client,LABRADOR RETRIEVER
TK,8/26/2022,13:00:00,78,1,22143,27195,,Radiology,"Shar Pei, Chinese"
16,8/26/2022,13:30:00,81,2,23061,29520,,New Client,Shih Tzu
L19,8/26/2022,13:30:00,81,2,22962,29261,,Preventative Care Exam,GOLDEN RETRIEVER
6,8/26/2022,13:40:00,82,2,21879,26503,,Sick,"Retriever, Labrador Mix"
16,8/26/2022,13:50:00,83,4,23119,29693,,Exotic Exam,"Gecko, Leopard"
L19,8/26/2022,13:50:00,83,2,6938,27677,,New Pet,Domestic Shorthair
6,8/26/2022,14:00:00,84,1,23060,29519,,New Client,"Terrier, Rat"
TK,8/26/2022,14:00:00,84,1,20324,25895,,Technician Appointment,Terrier Mix
6,8/26/2022,14:10:00,85,1,4298,534,,Emergency,Papillon
L19,8/26/2022,14:10:00,85,3,23088,29596,,New Client,"Goldendoodle, mini"
TK,8/26/2022,14:10:00,85,1,8712,23984,,TNT,Domestic Shorthair
6,8/26/2022,14:20:00,86,2,22786,28824,,Sick,Poodle Mix
16,8/26/2022,14:30:00,87,2,10676,17918,,Preventative Care Exam,GERMAN SHEPHERD
